text,home_team,away_team,result,result_text,home_score,away_score,date,sport,league
本場football比賽由利物浦主場迎戰曼城。 利物浦近期狀態良好，曼城近期狀態極佳。 利物浦目前排名第3位，曼城排名第1位。 雙方過去10次交手，利物浦獲勝3場，平局2場，曼城獲勝5場。 利物浦有10名主力球員可以出戰，曼城有9名主力球員可以出戰。 利物浦目前有2名球員受傷，曼城有0名球員受傷。 比賽當天天氣為陰天，氣溫約7.5度。 根據賠率，利物浦被看好獲勝。,利物浦,曼城,2,主勝,4,1,2024-08-18,football,premier_league
本場football比賽由曼聯主場迎戰紐卡斯爾。 曼聯近期狀態一般，紐卡斯爾近期狀態一般。 曼聯目前排名第4位，紐卡斯爾排名第6位。 雙方過去8次交手，曼聯獲勝2場，平局2場，紐卡斯爾獲勝4場。 曼聯有11名主力球員可以出戰，紐卡斯爾有10名主力球員可以出戰。 曼聯目前有2名球員受傷，紐卡斯爾有1名球員受傷。 比賽當天天氣為小雨，氣溫約5.9度。 根據賠率，曼聯被看好獲勝。,曼聯,紐卡斯爾,2,主勝,1,0,2024-08-31,football,premier_league
本場football比賽由曼城主場迎戰紐卡斯爾。 曼城近期狀態極佳，紐卡斯爾近期狀態一般。 曼城目前排名第1位，紐卡斯爾排名第6位。 雙方過去6次交手，曼城獲勝3場，平局0場，紐卡斯爾獲勝3場。 曼城有9名主力球員可以出戰，紐卡斯爾有11名主力球員可以出戰。 曼城目前有3名球員受傷，紐卡斯爾有2名球員受傷。 比賽當天天氣為強風，氣溫約14.0度。 根據賠率，曼城被看好獲勝。,曼城,紐卡斯爾,0,客勝,0,1,2024-06-19,football,premier_league
本場football比賽由切爾西主場迎戰利物浦。 切爾西近期狀態一般，利物浦近期狀態良好。 切爾西目前排名第7位，利物浦排名第3位。 雙方過去6次交手，切爾西獲勝2場，平局2場，利物浦獲勝2場。 切爾西有10名主力球員可以出戰，利物浦有10名主力球員可以出戰。 切爾西目前有0名球員受傷，利物浦有2名球員受傷。 比賽當天天氣為小雨，氣溫約26.0度。 根據賠率，切爾西被看好獲勝。,切爾西,利物浦,0,客勝,1,2,2025-02-04,football,premier_league
本場football比賽由利物浦主場迎戰紐卡斯爾。 利物浦近期狀態良好，紐卡斯爾近期狀態一般。 利物浦目前排名第3位，紐卡斯爾排名第6位。 雙方過去6次交手，利物浦獲勝3場，平局3場，紐卡斯爾獲勝0場。 利物浦有9名主力球員可以出戰，紐卡斯爾有10名主力球員可以出戰。 利物浦目前有3名球員受傷，紐卡斯爾有0名球員受傷。 比賽當天天氣為陰天，氣溫約16.5度。 根據賠率，利物浦被看好獲勝。,利物浦,紐卡斯爾,1,平局,1,1,2025-06-07,football,premier_league
本場football比賽由布萊頓主場迎戰利物浦。 布萊頓近期狀態一般，利物浦近期狀態良好。 布萊頓目前排名第8位，利物浦排名第3位。 雙方過去7次交手，布萊頓獲勝5場，平局0場，利物浦獲勝2場。 布萊頓有8名主力球員可以出戰，利物浦有8名主力球員可以出戰。 布萊頓目前有0名球員受傷，利物浦有2名球員受傷。 比賽當天天氣為小雨，氣溫約5.4度。 根據賠率，布萊頓被看好獲勝。,布萊頓,利物浦,0,客勝,2,3,2024-09-21,football,premier_league
本場football比賽由布萊頓主場迎戰利物浦。 布萊頓近期狀態一般，利物浦近期狀態良好。 布萊頓目前排名第8位，利物浦排名第3位。 雙方過去7次交手，布萊頓獲勝3場，平局3場，利物浦獲勝1場。 布萊頓有10名主力球員可以出戰，利物浦有8名主力球員可以出戰。 布萊頓目前有3名球員受傷，利物浦有1名球員受傷。 比賽當天天氣為小雨，氣溫約23.7度。 根據賠率，布萊頓被看好獲勝。,布萊頓,利物浦,0,客勝,3,4,2025-05-17,football,premier_league
本場football比賽由曼聯主場迎戰紐卡斯爾。 曼聯近期狀態一般，紐卡斯爾近期狀態一般。 曼聯目前排名第4位，紐卡斯爾排名第6位。 雙方過去6次交手，曼聯獲勝2場，平局3場，紐卡斯爾獲勝1場。 曼聯有8名主力球員可以出戰，紐卡斯爾有9名主力球員可以出戰。 曼聯目前有1名球員受傷，紐卡斯爾有0名球員受傷。 比賽當天天氣為小雨，氣溫約13.5度。 根據賠率，曼聯被看好獲勝。,曼聯,紐卡斯爾,2,主勝,4,0,2024-08-07,football,premier_league
本場football比賽由利物浦主場迎戰阿森納。 利物浦近期狀態良好，阿森納近期狀態良好。 利物浦目前排名第3位，阿森納排名第2位。 雙方過去3次交手，利物浦獲勝1場，平局1場，阿森納獲勝1場。 利物浦有10名主力球員可以出戰，阿森納有8名主力球員可以出戰。 利物浦目前有3名球員受傷，阿森納有1名球員受傷。 比賽當天天氣為晴天，氣溫約18.5度。 根據賠率，利物浦被看好獲勝。,利物浦,阿森納,0,客勝,1,3,2025-03-26,football,premier_league
本場football比賽由紐卡斯爾主場迎戰利物浦。 紐卡斯爾近期狀態一般，利物浦近期狀態良好。 紐卡斯爾目前排名第6位，利物浦排名第3位。 雙方過去4次交手，紐卡斯爾獲勝3場，平局1場，利物浦獲勝0場。 紐卡斯爾有9名主力球員可以出戰，利物浦有8名主力球員可以出戰。 紐卡斯爾目前有2名球員受傷，利物浦有3名球員受傷。 比賽當天天氣為強風，氣溫約16.5度。 根據賠率，紐卡斯爾被看好獲勝。,紐卡斯爾,利物浦,2,主勝,4,1,2024-10-23,football,premier_league
本場football比賽由曼城主場迎戰布萊頓。 曼城近期狀態極佳，布萊頓近期狀態一般。 曼城目前排名第1位，布萊頓排名第8位。 雙方過去3次交手，曼城獲勝1場，平局0場，布萊頓獲勝2場。 曼城有11名主力球員可以出戰，布萊頓有10名主力球員可以出戰。 曼城目前有3名球員受傷，布萊頓有1名球員受傷。 比賽當天天氣為強風，氣溫約20.0度。 根據賠率，曼城被看好獲勝。,曼城,布萊頓,2,主勝,3,2,2025-03-15,football,premier_league
本場football比賽由阿森納主場迎戰曼聯。 阿森納近期狀態良好，曼聯近期狀態一般。 阿森納目前排名第2位，曼聯排名第4位。 雙方過去7次交手，阿森納獲勝0場，平局3場，曼聯獲勝4場。 阿森納有11名主力球員可以出戰，曼聯有10名主力球員可以出戰。 比賽當天天氣為晴天，氣溫約23.7度。 根據賠率，阿森納被看好獲勝。,阿森納,曼聯,2,主勝,4,3,2024-08-09,football,premier_league
本場football比賽由布萊頓主場迎戰切爾西。 布萊頓近期狀態一般，切爾西近期狀態一般。 布萊頓目前排名第8位，切爾西排名第7位。 雙方過去6次交手，布萊頓獲勝1場，平局2場，切爾西獲勝3場。 布萊頓有8名主力球員可以出戰，切爾西有10名主力球員可以出戰。 布萊頓目前有3名球員受傷，切爾西有3名球員受傷。 比賽當天天氣為陰天，氣溫約8.9度。 根據賠率，布萊頓被看好獲勝。,布萊頓,切爾西,2,主勝,1,0,2024-07-19,football,premier_league
本場football比賽由曼城主場迎戰熱刺。 曼城近期狀態極佳，熱刺近期狀態一般。 曼城目前排名第1位，熱刺排名第5位。 雙方過去3次交手，曼城獲勝2場，平局1場，熱刺獲勝0場。 曼城有8名主力球員可以出戰，熱刺有11名主力球員可以出戰。 曼城目前有1名球員受傷，熱刺有0名球員受傷。 比賽當天天氣為陰天，氣溫約7.6度。 根據賠率，曼城被看好獲勝。,曼城,熱刺,2,主勝,4,2,2025-04-11,football,premier_league
本場football比賽由曼城主場迎戰切爾西。 曼城近期狀態極佳，切爾西近期狀態一般。 曼城目前排名第1位，切爾西排名第7位。 雙方過去8次交手，曼城獲勝1場，平局3場，切爾西獲勝4場。 曼城有10名主力球員可以出戰，切爾西有9名主力球員可以出戰。 曼城目前有3名球員受傷，切爾西有0名球員受傷。 比賽當天天氣為晴天，氣溫約11.6度。 根據賠率，曼城被看好獲勝。,曼城,切爾西,2,主勝,2,0,2025-01-30,football,premier_league
本場football比賽由布萊頓主場迎戰曼城。 布萊頓近期狀態一般，曼城近期狀態極佳。 布萊頓目前排名第8位，曼城排名第1位。 雙方過去3次交手，布萊頓獲勝0場，平局0場，曼城獲勝3場。 布萊頓有11名主力球員可以出戰，曼城有10名主力球員可以出戰。 布萊頓目前有0名球員受傷，曼城有2名球員受傷。 比賽當天天氣為晴天，氣溫約11.7度。 根據賠率，布萊頓被看好獲勝。,布萊頓,曼城,0,客勝,0,2,2025-01-04,football,premier_league
本場football比賽由曼城主場迎戰紐卡斯爾。 曼城近期狀態極佳，紐卡斯爾近期狀態一般。 曼城目前排名第1位，紐卡斯爾排名第6位。 雙方過去12次交手，曼城獲勝5場，平局2場，紐卡斯爾獲勝5場。 曼城有8名主力球員可以出戰，紐卡斯爾有11名主力球員可以出戰。 曼城目前有3名球員受傷，紐卡斯爾有3名球員受傷。 比賽當天天氣為陰天，氣溫約21.4度。 根據賠率，曼城被看好獲勝。,曼城,紐卡斯爾,0,客勝,2,4,2024-11-08,football,premier_league
本場football比賽由曼聯主場迎戰阿森納。 曼聯近期狀態一般，阿森納近期狀態良好。 曼聯目前排名第4位，阿森納排名第2位。 雙方過去9次交手，曼聯獲勝5場，平局3場，阿森納獲勝1場。 曼聯有9名主力球員可以出戰，阿森納有10名主力球員可以出戰。 曼聯目前有2名球員受傷，阿森納有2名球員受傷。 比賽當天天氣為陰天，氣溫約21.3度。 根據賠率，曼聯被看好獲勝。,曼聯,阿森納,0,客勝,1,2,2025-03-21,football,premier_league
本場football比賽由曼城主場迎戰紐卡斯爾。 曼城近期狀態極佳，紐卡斯爾近期狀態一般。 曼城目前排名第1位，紐卡斯爾排名第6位。 雙方過去6次交手，曼城獲勝5場，平局1場，紐卡斯爾獲勝0場。 曼城有11名主力球員可以出戰，紐卡斯爾有11名主力球員可以出戰。 曼城目前有1名球員受傷，紐卡斯爾有3名球員受傷。 比賽當天天氣為強風，氣溫約7.0度。 根據賠率，曼城被看好獲勝。,曼城,紐卡斯爾,2,主勝,3,2,2024-07-14,football,premier_league
本場football比賽由利物浦主場迎戰布萊頓。 利物浦近期狀態良好，布萊頓近期狀態一般。 利物浦目前排名第3位，布萊頓排名第8位。 雙方過去7次交手，利物浦獲勝4場，平局1場，布萊頓獲勝2場。 利物浦有8名主力球員可以出戰，布萊頓有9名主力球員可以出戰。 利物浦目前有0名球員受傷，布萊頓有3名球員受傷。 比賽當天天氣為晴天，氣溫約11.2度。 根據賠率，利物浦被看好獲勝。,利物浦,布萊頓,1,平局,3,3,2024-10-02,football,premier_league
本場football比賽由布萊頓主場迎戰阿森納。 布萊頓近期狀態一般，阿森納近期狀態良好。 布萊頓目前排名第8位，阿森納排名第2位。 雙方過去12次交手，布萊頓獲勝5場，平局3場，阿森納獲勝4場。 布萊頓有8名主力球員可以出戰，阿森納有10名主力球員可以出戰。 布萊頓目前有0名球員受傷，阿森納有1名球員受傷。 比賽當天天氣為強風，氣溫約5.1度。 根據賠率，布萊頓被看好獲勝。,布萊頓,阿森納,2,主勝,2,1,2024-10-25,football,premier_league
本場football比賽由切爾西主場迎戰利物浦。 切爾西近期狀態一般，利物浦近期狀態良好。 切爾西目前排名第7位，利物浦排名第3位。 雙方過去3次交手，切爾西獲勝0場，平局2場，利物浦獲勝1場。 切爾西有8名主力球員可以出戰，利物浦有11名主力球員可以出戰。 切爾西目前有0名球員受傷，利物浦有2名球員受傷。 比賽當天天氣為小雨，氣溫約12.6度。 根據賠率，切爾西被看好獲勝。,切爾西,利物浦,2,主勝,1,0,2025-03-09,football,premier_league
本場football比賽由切爾西主場迎戰布萊頓。 切爾西近期狀態一般，布萊頓近期狀態一般。 切爾西目前排名第7位，布萊頓排名第8位。 雙方過去6次交手，切爾西獲勝3場，平局1場，布萊頓獲勝2場。 切爾西有8名主力球員可以出戰，布萊頓有8名主力球員可以出戰。 切爾西目前有2名球員受傷，布萊頓有3名球員受傷。 比賽當天天氣為小雨，氣溫約25.0度。 根據賠率，切爾西被看好獲勝。,切爾西,布萊頓,2,主勝,3,1,2025-01-15,football,premier_league
本場football比賽由布萊頓主場迎戰切爾西。 布萊頓近期狀態一般，切爾西近期狀態一般。 布萊頓目前排名第8位，切爾西排名第7位。 雙方過去7次交手，布萊頓獲勝4場，平局2場，切爾西獲勝1場。 布萊頓有11名主力球員可以出戰，切爾西有10名主力球員可以出戰。 布萊頓目前有1名球員受傷，切爾西有2名球員受傷。 比賽當天天氣為強風，氣溫約27.8度。 根據賠率，布萊頓被看好獲勝。,布萊頓,切爾西,0,客勝,0,1,2024-07-02,football,premier_league
本場football比賽由曼城主場迎戰利物浦。 曼城近期狀態極佳，利物浦近期狀態良好。 曼城目前排名第1位，利物浦排名第3位。 雙方過去5次交手，曼城獲勝1場，平局2場，利物浦獲勝2場。 曼城有10名主力球員可以出戰，利物浦有8名主力球員可以出戰。 曼城目前有0名球員受傷，利物浦有2名球員受傷。 比賽當天天氣為陰天，氣溫約24.6度。 根據賠率，曼城被看好獲勝。,曼城,利物浦,1,平局,1,1,2025-03-27,football,premier_league
本場football比賽由紐卡斯爾主場迎戰利物浦。 紐卡斯爾近期狀態一般，利物浦近期狀態良好。 紐卡斯爾目前排名第6位，利物浦排名第3位。 雙方過去5次交手，紐卡斯爾獲勝1場，平局0場，利物浦獲勝4場。 紐卡斯爾有11名主力球員可以出戰，利物浦有10名主力球員可以出戰。 紐卡斯爾目前有1名球員受傷，利物浦有2名球員受傷。 比賽當天天氣為陰天，氣溫約9.2度。 根據賠率，紐卡斯爾被看好獲勝。,紐卡斯爾,利物浦,2,主勝,3,1,2025-02-05,football,premier_league
本場football比賽由阿森納主場迎戰紐卡斯爾。 阿森納近期狀態良好，紐卡斯爾近期狀態一般。 阿森納目前排名第2位，紐卡斯爾排名第6位。 雙方過去5次交手，阿森納獲勝1場，平局3場，紐卡斯爾獲勝1場。 阿森納有8名主力球員可以出戰，紐卡斯爾有8名主力球員可以出戰。 阿森納目前有3名球員受傷，紐卡斯爾有0名球員受傷。 比賽當天天氣為小雨，氣溫約25.9度。 根據賠率，阿森納被看好獲勝。,阿森納,紐卡斯爾,1,平局,0,0,2024-10-17,football,premier_league
本場football比賽由紐卡斯爾主場迎戰阿森納。 紐卡斯爾近期狀態一般，阿森納近期狀態良好。 紐卡斯爾目前排名第6位，阿森納排名第2位。 雙方過去2次交手，紐卡斯爾獲勝2場，平局0場，阿森納獲勝0場。 紐卡斯爾有10名主力球員可以出戰，阿森納有11名主力球員可以出戰。 紐卡斯爾目前有0名球員受傷，阿森納有1名球員受傷。 比賽當天天氣為強風，氣溫約10.4度。 根據賠率，紐卡斯爾被看好獲勝。,紐卡斯爾,阿森納,2,主勝,3,2,2025-01-05,football,premier_league
本場football比賽由曼聯主場迎戰切爾西。 曼聯近期狀態一般，切爾西近期狀態一般。 曼聯目前排名第4位，切爾西排名第7位。 雙方過去2次交手，曼聯獲勝0場，平局0場，切爾西獲勝2場。 曼聯有8名主力球員可以出戰，切爾西有10名主力球員可以出戰。 曼聯目前有2名球員受傷，切爾西有3名球員受傷。 比賽當天天氣為小雨，氣溫約7.2度。 根據賠率，曼聯被看好獲勝。,曼聯,切爾西,2,主勝,3,1,2025-01-13,football,premier_league
本場football比賽由紐卡斯爾主場迎戰布萊頓。 紐卡斯爾近期狀態一般，布萊頓近期狀態一般。 紐卡斯爾目前排名第6位，布萊頓排名第8位。 雙方過去6次交手，紐卡斯爾獲勝1場，平局1場，布萊頓獲勝4場。 紐卡斯爾有8名主力球員可以出戰，布萊頓有11名主力球員可以出戰。 紐卡斯爾目前有3名球員受傷，布萊頓有2名球員受傷。 比賽當天天氣為強風，氣溫約10.4度。 根據賠率，紐卡斯爾被看好獲勝。,紐卡斯爾,布萊頓,2,主勝,1,0,2025-01-25,football,premier_league
本場football比賽由紐卡斯爾主場迎戰曼城。 紐卡斯爾近期狀態一般，曼城近期狀態極佳。 紐卡斯爾目前排名第6位，曼城排名第1位。 雙方過去4次交手，紐卡斯爾獲勝1場，平局1場，曼城獲勝2場。 紐卡斯爾有10名主力球員可以出戰，曼城有9名主力球員可以出戰。 紐卡斯爾目前有3名球員受傷，曼城有1名球員受傷。 比賽當天天氣為陰天，氣溫約8.3度。 根據賠率，紐卡斯爾被看好獲勝。,紐卡斯爾,曼城,2,主勝,3,0,2025-02-25,football,premier_league
本場football比賽由布萊頓主場迎戰阿森納。 布萊頓近期狀態一般，阿森納近期狀態良好。 布萊頓目前排名第8位，阿森納排名第2位。 雙方過去6次交手，布萊頓獲勝3場，平局2場，阿森納獲勝1場。 布萊頓有8名主力球員可以出戰，阿森納有10名主力球員可以出戰。 布萊頓目前有0名球員受傷，阿森納有2名球員受傷。 比賽當天天氣為小雨，氣溫約29.8度。 根據賠率，布萊頓被看好獲勝。,布萊頓,阿森納,2,主勝,2,0,2025-02-10,football,premier_league
本場football比賽由切爾西主場迎戰利物浦。 切爾西近期狀態一般，利物浦近期狀態良好。 切爾西目前排名第7位，利物浦排名第3位。 雙方過去3次交手，切爾西獲勝1場，平局0場，利物浦獲勝2場。 切爾西有11名主力球員可以出戰，利物浦有11名主力球員可以出戰。 切爾西目前有3名球員受傷，利物浦有2名球員受傷。 比賽當天天氣為陰天，氣溫約19.5度。 根據賠率，切爾西被看好獲勝。,切爾西,利物浦,2,主勝,1,0,2024-12-26,football,premier_league
本場football比賽由曼聯主場迎戰切爾西。 曼聯近期狀態一般，切爾西近期狀態一般。 曼聯目前排名第4位，切爾西排名第7位。 雙方過去7次交手，曼聯獲勝1場，平局3場，切爾西獲勝3場。 曼聯有11名主力球員可以出戰，切爾西有11名主力球員可以出戰。 曼聯目前有0名球員受傷，切爾西有3名球員受傷。 比賽當天天氣為陰天，氣溫約29.3度。 根據賠率，曼聯被看好獲勝。,曼聯,切爾西,0,客勝,0,1,2024-09-18,football,premier_league
本場football比賽由紐卡斯爾主場迎戰布萊頓。 紐卡斯爾近期狀態一般，布萊頓近期狀態一般。 紐卡斯爾目前排名第6位，布萊頓排名第8位。 雙方過去7次交手，紐卡斯爾獲勝0場，平局3場，布萊頓獲勝4場。 紐卡斯爾有8名主力球員可以出戰，布萊頓有11名主力球員可以出戰。 紐卡斯爾目前有2名球員受傷，布萊頓有3名球員受傷。 比賽當天天氣為陰天，氣溫約27.0度。 根據賠率，紐卡斯爾被看好獲勝。,紐卡斯爾,布萊頓,2,主勝,4,0,2024-06-23,football,premier_league
本場football比賽由曼聯主場迎戰熱刺。 曼聯近期狀態一般，熱刺近期狀態一般。 曼聯目前排名第4位，熱刺排名第5位。 雙方過去8次交手，曼聯獲勝3場，平局0場，熱刺獲勝5場。 曼聯有9名主力球員可以出戰，熱刺有10名主力球員可以出戰。 曼聯目前有3名球員受傷，熱刺有2名球員受傷。 比賽當天天氣為晴天，氣溫約17.9度。 根據賠率，曼聯被看好獲勝。,曼聯,熱刺,2,主勝,3,1,2025-03-24,football,premier_league
本場football比賽由切爾西主場迎戰布萊頓。 切爾西近期狀態一般，布萊頓近期狀態一般。 切爾西目前排名第7位，布萊頓排名第8位。 雙方過去5次交手，切爾西獲勝2場，平局2場，布萊頓獲勝1場。 切爾西有8名主力球員可以出戰，布萊頓有8名主力球員可以出戰。 切爾西目前有3名球員受傷，布萊頓有2名球員受傷。 比賽當天天氣為強風，氣溫約13.4度。 根據賠率，切爾西被看好獲勝。,切爾西,布萊頓,2,主勝,1,0,2024-12-19,football,premier_league
本場football比賽由曼城主場迎戰切爾西。 曼城近期狀態極佳，切爾西近期狀態一般。 曼城目前排名第1位，切爾西排名第7位。 雙方過去3次交手，曼城獲勝2場，平局0場，切爾西獲勝1場。 曼城有9名主力球員可以出戰，切爾西有8名主力球員可以出戰。 曼城目前有0名球員受傷，切爾西有2名球員受傷。 比賽當天天氣為陰天，氣溫約18.0度。 根據賠率，曼城被看好獲勝。,曼城,切爾西,2,主勝,3,1,2024-07-19,football,premier_league
本場football比賽由紐卡斯爾主場迎戰切爾西。 紐卡斯爾近期狀態一般，切爾西近期狀態一般。 紐卡斯爾目前排名第6位，切爾西排名第7位。 雙方過去5次交手，紐卡斯爾獲勝3場，平局2場，切爾西獲勝0場。 紐卡斯爾有9名主力球員可以出戰，切爾西有10名主力球員可以出戰。 紐卡斯爾目前有2名球員受傷，切爾西有1名球員受傷。 比賽當天天氣為小雨，氣溫約8.0度。 根據賠率，紐卡斯爾被看好獲勝。,紐卡斯爾,切爾西,0,客勝,0,1,2025-05-10,football,premier_league
本場football比賽由布萊頓主場迎戰曼城。 布萊頓近期狀態一般，曼城近期狀態極佳。 布萊頓目前排名第8位，曼城排名第1位。 雙方過去3次交手，布萊頓獲勝0場，平局2場，曼城獲勝1場。 布萊頓有9名主力球員可以出戰，曼城有11名主力球員可以出戰。 布萊頓目前有3名球員受傷，曼城有0名球員受傷。 比賽當天天氣為晴天，氣溫約29.8度。 根據賠率，布萊頓被看好獲勝。,布萊頓,曼城,1,平局,0,0,2024-12-09,football,premier_league
本場football比賽由切爾西主場迎戰阿森納。 切爾西近期狀態一般，阿森納近期狀態良好。 切爾西目前排名第7位，阿森納排名第2位。 雙方過去6次交手，切爾西獲勝3場，平局0場，阿森納獲勝3場。 切爾西有11名主力球員可以出戰，阿森納有11名主力球員可以出戰。 切爾西目前有3名球員受傷，阿森納有0名球員受傷。 比賽當天天氣為晴天，氣溫約8.3度。 根據賠率，切爾西被看好獲勝。,切爾西,阿森納,1,平局,0,0,2025-05-29,football,premier_league
本場football比賽由切爾西主場迎戰紐卡斯爾。 切爾西近期狀態一般，紐卡斯爾近期狀態一般。 切爾西目前排名第7位，紐卡斯爾排名第6位。 雙方過去8次交手，切爾西獲勝0場，平局3場，紐卡斯爾獲勝5場。 切爾西有10名主力球員可以出戰，紐卡斯爾有8名主力球員可以出戰。 切爾西目前有2名球員受傷，紐卡斯爾有3名球員受傷。 比賽當天天氣為陰天，氣溫約22.6度。 根據賠率，切爾西被看好獲勝。,切爾西,紐卡斯爾,2,主勝,1,0,2025-03-17,football,premier_league
本場football比賽由熱刺主場迎戰布萊頓。 熱刺近期狀態一般，布萊頓近期狀態一般。 熱刺目前排名第5位，布萊頓排名第8位。 雙方過去8次交手，熱刺獲勝1場，平局2場，布萊頓獲勝5場。 熱刺有11名主力球員可以出戰，布萊頓有8名主力球員可以出戰。 熱刺目前有2名球員受傷，布萊頓有2名球員受傷。 比賽當天天氣為晴天，氣溫約9.3度。 根據賠率，熱刺被看好獲勝。,熱刺,布萊頓,0,客勝,2,4,2024-12-22,football,premier_league
本場football比賽由熱刺主場迎戰布萊頓。 熱刺近期狀態一般，布萊頓近期狀態一般。 熱刺目前排名第5位，布萊頓排名第8位。 雙方過去6次交手，熱刺獲勝2場，平局2場，布萊頓獲勝2場。 熱刺有10名主力球員可以出戰，布萊頓有8名主力球員可以出戰。 熱刺目前有1名球員受傷，布萊頓有2名球員受傷。 比賽當天天氣為小雨，氣溫約14.7度。 根據賠率，熱刺被看好獲勝。,熱刺,布萊頓,2,主勝,4,3,2024-07-18,football,premier_league
本場football比賽由布萊頓主場迎戰曼城。 布萊頓近期狀態一般，曼城近期狀態極佳。 布萊頓目前排名第8位，曼城排名第1位。 雙方過去8次交手，布萊頓獲勝2場，平局3場，曼城獲勝3場。 布萊頓有9名主力球員可以出戰，曼城有10名主力球員可以出戰。 布萊頓目前有0名球員受傷，曼城有2名球員受傷。 比賽當天天氣為強風，氣溫約12.3度。 根據賠率，布萊頓被看好獲勝。,布萊頓,曼城,2,主勝,4,1,2025-01-27,football,premier_league
本場football比賽由布萊頓主場迎戰熱刺。 布萊頓近期狀態一般，熱刺近期狀態一般。 布萊頓目前排名第8位，熱刺排名第5位。 雙方過去4次交手，布萊頓獲勝1場，平局3場，熱刺獲勝0場。 布萊頓有10名主力球員可以出戰，熱刺有8名主力球員可以出戰。 布萊頓目前有0名球員受傷，熱刺有1名球員受傷。 比賽當天天氣為強風，氣溫約15.3度。 根據賠率，布萊頓被看好獲勝。,布萊頓,熱刺,0,客勝,0,2,2024-12-30,football,premier_league
本場football比賽由熱刺主場迎戰紐卡斯爾。 熱刺近期狀態一般，紐卡斯爾近期狀態一般。 熱刺目前排名第5位，紐卡斯爾排名第6位。 雙方過去7次交手，熱刺獲勝4場，平局0場，紐卡斯爾獲勝3場。 熱刺有8名主力球員可以出戰，紐卡斯爾有10名主力球員可以出戰。 熱刺目前有1名球員受傷，紐卡斯爾有0名球員受傷。 比賽當天天氣為小雨，氣溫約5.4度。 根據賠率，熱刺被看好獲勝。,熱刺,紐卡斯爾,2,主勝,2,0,2024-10-09,football,premier_league
本場football比賽由曼城主場迎戰切爾西。 曼城近期狀態極佳，切爾西近期狀態一般。 曼城目前排名第1位，切爾西排名第7位。 雙方過去9次交手，曼城獲勝4場，平局1場，切爾西獲勝4場。 曼城有10名主力球員可以出戰，切爾西有8名主力球員可以出戰。 曼城目前有0名球員受傷，切爾西有1名球員受傷。 比賽當天天氣為小雨，氣溫約15.1度。 根據賠率，曼城被看好獲勝。,曼城,切爾西,0,客勝,0,1,2024-07-31,football,premier_league
本場football比賽由切爾西主場迎戰紐卡斯爾。 切爾西近期狀態一般，紐卡斯爾近期狀態一般。 切爾西目前排名第7位，紐卡斯爾排名第6位。 雙方過去11次交手，切爾西獲勝5場，平局1場，紐卡斯爾獲勝5場。 切爾西有11名主力球員可以出戰，紐卡斯爾有8名主力球員可以出戰。 切爾西目前有3名球員受傷，紐卡斯爾有2名球員受傷。 比賽當天天氣為小雨，氣溫約25.9度。 根據賠率，切爾西被看好獲勝。,切爾西,紐卡斯爾,1,平局,2,2,2024-08-13,football,premier_league
本場football比賽由利物浦主場迎戰切爾西。 利物浦近期狀態良好，切爾西近期狀態一般。 利物浦目前排名第3位，切爾西排名第7位。 雙方過去6次交手，利物浦獲勝1場，平局1場，切爾西獲勝4場。 利物浦有9名主力球員可以出戰，切爾西有10名主力球員可以出戰。 利物浦目前有0名球員受傷，切爾西有2名球員受傷。 比賽當天天氣為強風，氣溫約18.0度。 根據賠率，利物浦被看好獲勝。,利物浦,切爾西,2,主勝,1,0,2025-01-06,football,premier_league
本場football比賽由布萊頓主場迎戰紐卡斯爾。 布萊頓近期狀態一般，紐卡斯爾近期狀態一般。 布萊頓目前排名第8位，紐卡斯爾排名第6位。 雙方過去4次交手，布萊頓獲勝2場，平局0場，紐卡斯爾獲勝2場。 布萊頓有9名主力球員可以出戰，紐卡斯爾有10名主力球員可以出戰。 布萊頓目前有0名球員受傷，紐卡斯爾有3名球員受傷。 比賽當天天氣為強風，氣溫約12.9度。 根據賠率，布萊頓被看好獲勝。,布萊頓,紐卡斯爾,0,客勝,1,4,2025-03-20,football,premier_league
本場football比賽由紐卡斯爾主場迎戰利物浦。 紐卡斯爾近期狀態一般，利物浦近期狀態良好。 紐卡斯爾目前排名第6位，利物浦排名第3位。 雙方過去2次交手，紐卡斯爾獲勝1場，平局1場，利物浦獲勝0場。 紐卡斯爾有9名主力球員可以出戰，利物浦有9名主力球員可以出戰。 紐卡斯爾目前有3名球員受傷，利物浦有0名球員受傷。 比賽當天天氣為小雨，氣溫約5.6度。 根據賠率，紐卡斯爾被看好獲勝。,紐卡斯爾,利物浦,2,主勝,2,0,2024-08-30,football,premier_league
本場football比賽由阿森納主場迎戰曼聯。 阿森納近期狀態良好，曼聯近期狀態一般。 阿森納目前排名第2位，曼聯排名第4位。 雙方過去4次交手，阿森納獲勝0場，平局0場，曼聯獲勝4場。 阿森納有10名主力球員可以出戰，曼聯有11名主力球員可以出戰。 阿森納目前有2名球員受傷，曼聯有0名球員受傷。 比賽當天天氣為小雨，氣溫約6.1度。 根據賠率，阿森納被看好獲勝。,阿森納,曼聯,2,主勝,3,1,2024-08-21,football,premier_league
